E1,E2,E3,E4,E5,E6,E7,E8
1.6692,9.2802,-7.8500,-2.1735,8.5590,2.6948,0.4973,10.2227
-4.8444,8.6739,2.0834,6.6797,6.1320,-9.2985,-4.4945,4.3105
2.3511,9.6157,-8.3573,-0.7120,6.9898,3.3806,1.6047,9.3177
1.6640,8.3634,-7.2941,-0.2899,6.1343,4.8370,1.5975,9.7206
1.9832,-8.9684,7.2449,7.2270,-1.8175,7.0759,-4.6555,-6.3383
2.7243,-8.0802,6.8192,5.8798,-2.0877,7.1773,-3.1353,-5.5745
-5.5033,-6.1166,7.9142,1.0221,2.4591,8.0005,-5.4648,-2.3766
3.5434,9.7781,-8.7532,-0.9869,6.8454,4.0158,0.7724,9.1785
-8.8667,-4.6776,-7.8153,-5.3047,-7.4824,9.8419,9.9133,4.1698
-6.8170,-3.3722,-9.0183,-5.4790,-9.0768,10.9343,11.2002,3.9500
-3.8026,12.3215,3.5262,8.9614,9.0984,-9.3045,-3.0920,4.0268
-7.4334,-5.3557,-9.7914,-3.2750,-7.8262,10.5869,7.4306,2.8054
-5.7169,-3.1238,-9.3330,-5.1953,-8.3327,10.2240,8.1821,5.0378
-2.2234,8.5293,4.2958,9.3899,8.4369,-8.8460,-3.3467,4.5663
2.3969,-6.8774,6.9180,9.2879,1.5985,7.0531,-2.7151,-5.5856
-7.7839,-6.4832,6.4293,1.5656,2.1091,5.0417,-4.6261,-3.2488
-3.2706,8.1197,2.4229,8.6250,6.9115,-8.4442,-4.6358,1.9470
3.5472,-7.7944,6.6656,7.2559,-1.1205,6.5879,-1.9910,-7.5970
0.3667,9.0323,-7.8074,-3.0566,7.9671,5.0711,1.6183,10.2083
-3.3117,9.7990,3.4257,9.9432,7.1126,-8.7939,-4.6945,5.5211
-6.7484,-3.9055,-8.6209,-7.7316,-8.0882,9.7702,8.7948,3.1199
-3.5368,10.3955,4.7344,6.2447,8.2198,-9.4303,-2.1944,2.9892
-3.9885,10.6822,3.1175,6.4310,6.6121,-9.1517,-1.8198,4.4156
2.7149,-9.2094,8.0803,9.3360,-2.4972,6.3274,-2.4914,-5.0642
-6.1587,-6.8186,-7.8470,-5.9795,-7.3097,9.1933,9.3743,3.3495
-4.3552,10.9963,3.1140,7.4055,7.9203,-8.8289,-4.7506,3.8801
-10.3342,-5.4045,-9.2963,-5.5836,-6.6204,8.7438,7.9414,3.4046
-4.5049,11.3483,1.6632,8.2726,6.7679,-7.8526,-2.9396,4.1440
-5.9218,-6.2168,-9.1541,-4.9780,-9.3176,10.1452,9.3376,3.6285
-2.5807,9.4246,1.6303,6.1992,6.6006,-10.7879,-2.8300,4.8975
1.4269,9.1074,-7.4817,-0.1358,7.9413,2.8879,1.6025,8.6075
1.6260,-9.1400,7.8179,7.7960,-0.4959,6.1088,-3.8530,-7.3302
-4.1027,7.5427,3.6686,7.5152,6.8352,-10.2589,-4.3311,4.9863
0.1944,7.9829,-6.3870,-1.8635,7.2798,3.1100,0.2371,9.8352
-6.6760,-5.9097,-8.9074,-2.4496,-8.4626,9.2929,8.4857,1.4842
-7.7686,-5.8157,6.9068,-0.0209,2.3063,6.3665,-4.8279,-2.9821
-8.0608,-4.4334,-9.3417,-5.4174,-8.2462,8.1126,9.5189,4.2117
1.9351,8.7174,-6.4436,-1.4710,7.0984,2.1473,1.0292,9.3037
-7.0675,-8.6950,7.0904,1.5794,2.0550,7.1706,-4.0670,-2.1156
3.1754,7.9454,-8.0186,-1.2554,6.0135,3.0439,2.7540,7.5809
-7.1633,-3.2357,-12.0207,-4.9846,-7.7514,8.8485,9.0339,1.7179
1.7198,10.8733,-7.8043,-0.8068,7.5618,1.9603,0.6197,9.5233
-4.7989,-4.9401,-9.3349,-6.9943,-8.7134,10.7430,10.0009,4.0894
0.8590,9.3234,-8.0032,-1.5749,8.4257,1.9801,0.7532,8.1380
0.1306,7.7852,-8.7838,-0.5928,8.2652,3.9032,0.7647,7.6739
2.4247,-8.9769,6.2045,9.5231,-1.0189,7.8946,-4.3921,-9.5683
-4.1731,-5.0117,5.7009,0.4470,1.9646,5.2153,-3.1675,-1.1191
3.0796,9.6319,-8.1780,-1.6047,6.6795,4.0843,1.2730,9.8104
-3.4815,11.0112,1.7449,9.4693,7.7357,-7.3936,-0.9579,4.4510
3.5515,-10.4039,7.1234,9.7246,-0.8275,9.1337,-5.3772,-4.8298
-7.7368,-3.6786,-9.1498,-5.6183,-8.7221,10.1722,10.5600,3.7345
-5.9597,-6.6389,6.5193,0.0426,2.1177,7.5957,-4.9901,-3.0951
3.0613,-8.0389,8.1643,7.4116,-2.9665,7.2179,-2.7878,-5.8980
-3.7994,8.9350,1.2744,6.7419,6.5625,-10.5314,-2.5985,4.6051
-3.2076,9.6293,1.8502,7.9145,7.2258,-8.2988,-2.8405,5.8785
-6.6585,-7.8299,7.2550,0.2822,3.4270,6.1834,-4.0311,-1.8561
1.4508,10.3470,-6.9542,-0.7041,7.3613,4.4998,-0.0657,8.0567
3.8316,-8.4075,4.5995,9.4803,-1.9163,6.7506,-4.4065,-5.0459
-3.8744,8.4365,2.4715,7.3489,7.1823,-9.1782,-3.7550,2.2744
1.6733,9.0898,-6.1639,-2.3049,8.7347,3.3850,0.2070,9.1658
3.5422,-8.6656,8.5375,9.0573,-1.7339,6.7982,-3.2954,-6.0893
-3.4851,10.3369,2.6948,7.5310,8.9647,-10.1075,-3.0542,4.0196
-7.2759,-6.7659,4.8022,0.0138,1.3540,6.4415,-5.6066,-2.3488
-6.7516,-5.4321,7.0126,1.9672,3.1359,5.8678,-4.1597,-1.9200
-7.7209,-6.1833,-8.6781,-4.5439,-6.6867,7.9219,7.9133,2.6963
2.5481,-9.1729,7.4626,9.3840,-1.4227,8.0163,-2.3692,-5.8488
-7.4813,-1.9513,-9.9761,-5.5817,-7.9167,9.7304,10.4701,3.8346
-4.6657,8.8042,3.1883,9.6402,8.7476,-8.5037,-3.2882,3.9990
-4.6594,9.1107,3.3879,8.6457,7.8489,-9.0005,-3.5558,3.1229
-4.5618,9.5449,1.3741,8.1961,7.7303,-9.0903,-1.0130,3.3073
-2.1510,7.7510,3.6168,7.5801,7.0522,-9.6274,-5.7063,4.9392
-6.8682,-7.5709,3.4333,0.7931,3.6447,6.2353,-4.3901,-0.3768
2.7190,-7.0553,6.7458,8.7167,-0.5794,6.4317,-2.0581,-8.1857
4.1167,-8.9556,6.0784,7.9349,-1.2103,8.0981,-2.4785,-5.7021
-2.2982,10.5371,4.4040,9.2666,6.4029,-8.2501,-3.7442,4.5904
3.4349,8.5639,-8.8378,-2.0871,8.5308,3.0165,2.7317,9.9419
-0.0439,8.5276,-7.6901,-3.2465,7.4125,3.5825,1.3825,8.5682
1.9596,8.4410,-7.5925,-0.2474,5.9032,3.3816,3.1196,8.9049
-3.5787,10.2281,2.4329,7.6409,7.4002,-8.8413,-2.0833,5.0991
1.2905,10.1039,-7.0856,-0.5564,7.0527,3.0210,0.2381,9.4233
-6.4433,-5.2021,-8.6470,-7.5110,-8.5200,8.9483,9.8839,2.4572
-6.9968,-8.0614,6.0111,2.2215,3.1267,5.3469,-6.2985,-2.6437
-6.5784,-6.7305,8.4021,-0.1829,1.7804,7.1112,-5.2102,-1.8523
2.0198,8.5212,-7.6151,-2.7370,7.4003,3.2828,2.2442,9.3546
-5.2780,9.7717,2.8772,7.4656,8.8052,-9.1691,-3.2083,5.9328
-7.2702,-4.9808,-11.0853,-5.3404,-11.3170,8.9790,7.9414,3.2976
4.2933,-8.3968,7.4611,8.8058,-1.2739,6.8154,-3.0067,-6.3482
-7.6682,-4.5608,-10.1018,-5.8762,-8.7609,8.3390,6.9957,3.6341
3.5068,-7.7987,7.3416,8.9187,-1.2114,6.8317,-0.4368,-6.5819
-8.5035,-5.4031,-8.0324,-5.5534,-8.2698,8.0933,9.9381,2.6506
-4.6052,-4.2174,-9.4852,-5.7201,-8.4703,9.4287,8.9744,5.0835
3.9329,-9.6273,8.9180,8.4062,-0.3199,6.7392,-1.5361,-6.8918
-7.1432,-4.1565,-9.3635,-5.5489,-10.3910,8.7258,11.4352,3.5239
-2.7406,10.9320,0.9939,8.4804,7.4098,-9.6104,-4.9215,3.4167
-9.0039,-7.8764,6.8231,-1.6751,2.4451,7.4565,-4.0913,-1.9837
1.7625,12.0228,-6.3838,-0.7822,5.6922,2.3675,0.1411,9.0299
-7.1352,-7.4999,7.8818,-1.0620,3.0941,5.7442,-4.6323,-1.4617
-6.3068,-8.8293,6.7981,-1.8842,2.3937,5.5146,-5.7971,-1.0071
-7.7925,-5.1168,-9.5726,-4.5469,-7.9788,10.5842,8.5975,2.9268
-7.6259,-3.9599,-9.1654,-5.3462,-8.3455,9.4338,7.8685,3.6409
2.7116,-7.4863,7.3515,8.8174,-0.1277,7.2550,-2.8138,-6.7931
-6.6511,-4.6377,-9.7181,-4.4232,-9.2001,9.5034,8.4497,4.3089
2.7653,-7.7739,7.4495,6.7570,-2.2139,7.0216,-2.8094,-7.2637
-4.4824,10.4895,3.8495,9.1236,6.8852,-9.8818,-2.7071,5.4500
3.3312,-8.9899,7.9675,6.9220,-0.4429,5.6058,-4.7033,-6.2068
-6.8615,-5.9528,-7.5138,-4.1576,-8.6737,9.5213,9.0739,4.4977
2.8004,9.1248,-5.4511,-1.0381,8.9417,3.2872,0.3094,9.1715
4.0234,-8.5788,6.5556,8.8756,-1.8983,6.7621,-3.3304,-6.3908
-6.8594,-6.3355,-8.8599,-4.2986,-9.3283,10.8423,9.5527,2.6104
-6.5724,-6.7167,7.7950,0.0434,2.7730,7.5575,-2.7791,-2.7110
-4.7819,-7.9172,6.6964,0.7253,2.5757,5.2031,-3.8936,-1.5413
1.2862,8.6580,-8.0514,-0.4348,5.4071,2.7638,3.1032,8.6630
2.3841,9.5492,-6.2310,-0.9876,8.5418,2.6071,0.5720,9.1570
-0.5892,9.7879,-5.4463,-1.3007,5.8388,3.6927,1.6248,9.1488
-7.5638,-4.9493,-10.1079,-5.7123,-9.7216,9.7525,10.4422,2.9511
3.0859,-7.1699,7.0230,7.2169,-1.6796,8.1825,-4.0016,-4.3856
0.5177,7.8026,-7.0111,-0.3955,7.7246,4.8744,1.6195,9.6577
-5.8584,-5.7327,-9.0775,-4.5921,-8.9518,10.3722,10.6586,5.1159
-2.8699,10.0928,5.1461,7.6170,6.3019,-8.5886,-4.7002,4.7313
-0.1818,8.1661,-6.3296,0.4509,6.8859,2.0445,0.5537,8.8006
-4.1889,8.8093,2.4253,8.7065,6.4611,-9.4940,-4.1604,2.0364
2.1346,9.0079,-8.7251,-0.7954,8.2972,2.9104,0.3542,8.7738
2.1657,-7.6582,6.5070,6.2492,0.0190,6.2273,-3.2263,-6.8996
-2.4715,9.5548,3.5049,8.2815,8.3483,-8.1491,-5.3218,5.4341
-7.4202,-7.0841,7.5394,0.2184,4.0631,4.8837,-3.9804,-1.4095
-1.6654,9.4014,2.7164,8.8223,6.9399,-8.6946,-4.1671,3.9139
-7.8563,-5.4807,-10.4899,-6.7206,-8.2871,7.5861,10.0729,3.6000
-6.8787,-7.5197,7.1732,0.0573,2.4253,5.7178,-4.4966,-3.9533
-5.6157,-9.0918,5.5617,-1.3316,3.0639,6.9126,-6.1474,-2.0432
-7.1199,-3.9404,-8.4249,-4.9208,-6.6610,7.4656,10.5731,3.6318
-8.6710,-3.4544,-9.9885,-4.3435,-6.8187,9.5490,10.6246,3.4306
-7.7034,-5.4111,-8.1681,-4.6533,-7.4535,8.8476,9.9109,3.0037
2.0925,9.1192,-7.6225,-1.4115,7.8081,2.0583,2.0078,10.6114
-6.8061,-4.3909,-7.8147,-6.0279,-9.0084,9.7287,10.3288,5.6609
-7.1531,-5.1141,-8.4107,-4.3550,-9.6097,8.5414,7.6605,3.7248
-5.9786,-8.1035,6.6334,1.6744,4.2071,5.9210,-5.6367,-0.6381
-6.7422,-3.3311,-10.7019,-7.3445,-10.3516,8.9565,8.1426,5.6911
-6.2362,-4.9391,6.7434,-0.7956,3.5130,7.4027,-4.4443,-0.9438
-8.0093,-6.8536,6.2306,1.4559,4.3813,6.5301,-4.7170,-1.3595
3.3016,-9.7087,8.7248,9.1263,-4.1166,7.9420,-3.2958,-5.5870
3.2268,-7.4739,6.0908,7.8816,-0.7170,8.6991,-4.5481,-5.4842
-6.6789,-4.4344,-9.9768,-5.4751,-9.3237,10.1408,10.5845,4.6032
1.1817,10.1362,-7.2160,-0.6412,9.3617,2.3802,0.5078,9.4450
-2.7091,11.5687,2.6515,7.7517,6.8776,-7.8870,-4.3691,4.9821
-7.1359,-6.2761,7.8031,0.5549,3.5246,5.4553,-3.1193,-0.5859
-3.9148,8.6580,1.6450,8.4973,6.1333,-8.9133,-2.6139,4.2408
3.5509,-7.0982,7.8593,7.6620,-2.5082,7.2187,-3.8191,-6.9735
-7.7237,-7.6623,5.7138,0.8964,2.8422,7.2793,-6.0682,-2.7396
-7.5489,-4.7986,-9.1481,-7.7057,-8.5709,7.3434,10.0337,2.9638
-3.6959,9.6862,3.4568,8.0746,5.5088,-10.1961,-3.4558,3.5807
-6.8621,-8.4791,7.2131,1.9062,2.7065,5.1923,-3.1665,-0.9947
3.2365,-7.8059,5.9275,6.8350,-1.5260,7.5115,-2.4171,-5.3716
-8.1640,-5.3145,-9.5683,-4.3912,-8.0501,11.3331,7.6651,2.5003
-7.7536,-6.5567,-9.4038,-5.7440,-7.4934,10.5659,9.4726,3.4205
3.0313,-8.6043,8.1036,7.5576,-1.7856,5.9993,-2.2017,-5.7045
-7.2706,-6.4781,7.1994,0.7142,3.3701,4.6955,-3.3806,-1.5869
-6.8616,-4.9725,-9.2007,-6.3792,-7.6641,10.4977,8.6592,5.6261
-4.9665,-7.5816,8.3248,0.0033,4.3982,5.5634,-4.8579,-1.3738
-0.0834,8.3494,-7.4924,-0.7418,8.2150,3.3617,0.8392,8.9391
-3.8000,10.5899,3.4368,8.9930,6.3168,-9.4576,-2.0287,3.1786
2.3429,-8.1968,7.8017,9.4199,-0.8198,8.2379,-2.0463,-5.7947
4.6246,-9.0801,8.0279,9.3490,-1.2071,7.5975,-2.6070,-6.8904
-1.2888,9.4359,1.5409,8.6275,7.5349,-9.8398,-4.7195,4.8522
-7.2621,-6.5115,7.8817,-1.5006,3.2098,5.5968,-5.2245,-1.4066
5.4481,-8.8063,8.0012,6.7377,-0.9813,7.0611,-3.2329,-6.4432
-2.6789,9.4275,3.0458,9.0194,7.7003,-8.4169,-3.3065,3.4785
-6.9412,-7.6380,7.0235,-0.1319,3.1897,6.5519,-4.3078,-2.4058
3.4797,-9.3012,8.5745,8.7671,-2.5438,6.7707,-2.9260,-7.0088
-3.3804,9.2600,3.3384,8.2896,8.2577,-8.7271,-4.1634,3.9382
4.3872,-9.6544,7.8406,8.0801,-2.3270,6.0002,-3.1993,-6.7676
-7.0483,-3.8882,-9.8487,-5.3067,-9.3334,8.4359,7.3542,4.2138
-2.8030,8.8105,2.1217,6.2503,6.6110,-8.5214,-3.5719,4.7465
-2.0380,9.4959,2.7303,9.2656,6.2766,-9.7785,-3.5235,4.0235
-4.0145,9.7139,4.7624,7.4690,6.1717,-10.0726,-2.9151,3.5670
0.7188,10.6525,-9.6506,1.2041,6.8540,3.6802,-0.2193,10.0674
-3.3557,12.1567,3.4720,5.8397,8.1698,-8.0345,-4.9763,5.8825
-6.2318,-8.9558,8.7400,-1.0158,4.0958,5.0286,-2.8052,-0.4667
0.0284,10.2501,-8.1232,0.6373,7.6552,1.7819,1.3992,10.2479
2.9029,11.6209,-8.4222,0.2009,8.1379,1.5620,0.9016,8.5341
-2.5520,8.6520,1.9755,8.3052,8.7921,-9.2028,-2.9638,4.2302
-6.5600,-5.3135,-9.3226,-6.5108,-8.3217,10.2557,8.1555,3.0190
-7.5996,-7.2226,5.5377,-0.8096,1.9011,5.5975,-4.1521,-1.4794
-7.4193,-4.3303,-9.6761,-4.9374,-8.7997,10.5907,7.6207,2.7261
0.3532,11.2208,-6.9645,-3.0069,7.0264,3.6423,4.3606,7.5841
-1.4348,10.2836,3.4234,10.5814,9.4502,-9.6543,-3.1076,4.7242
2.0796,10.6082,-6.7415,-1.7408,8.6963,5.3117,3.2410,8.3401
-7.3752,-6.4954,-9.6694,-3.6164,-8.4941,10.8815,8.0371,2.9961
-7.1796,-5.5867,-9.2142,-5.9498,-6.8374,11.0846,11.0860,4.7148
-6.6311,-3.3695,-8.0029,-4.6263,-8.7884,8.2413,9.3681,3.5393
-3.3260,10.0133,2.3811,8.4449,7.0889,-9.7905,-1.4662,4.1845
-9.7886,-5.9701,6.8318,1.0848,1.6700,6.4490,-4.7211,-1.4949
-7.5266,-7.5108,7.4272,-0.8306,3.2640,6.1100,-2.9593,-0.5135
2.6543,8.3253,-6.9303,-1.2790,7.4896,2.3910,1.7803,8.2912
2.8597,-8.0534,5.5917,7.0504,-3.5434,6.2036,-1.8437,-5.7784
-7.0079,-4.8019,-10.3119,-5.8121,-6.7398,8.5501,8.2267,4.2115
-7.1837,-5.5638,-9.7670,-5.6357,-8.5860,9.1381,10.4915,4.6053
-6.3478,-5.1929,-9.2057,-3.9268,-6.9599,9.9455,8.8616,3.8940
-7.1362,-3.5815,-10.4097,-5.2783,-7.3394,9.3008,9.1304,1.4562
3.1590,-7.7143,7.1160,8.8058,0.1804,5.6147,-5.1294,-5.5189
-8.1915,-5.8302,-9.1484,-5.8760,-8.8186,9.9011,9.7341,4.1124
-6.8341,-6.4066,6.2113,0.3770,1.5701,6.1163,-4.2112,-3.0389
-6.1748,-8.2200,5.7902,-0.2358,3.6055,6.4817,-4.9565,-1.7108
-0.0508,9.2100,2.4413,9.2074,9.1407,-8.6490,-2.7266,3.9082
-2.6277,8.0373,2.7035,7.1851,7.4534,-9.5267,-3.3069,4.0357
4.0670,-9.4172,6.3266,7.3333,-2.0083,8.4028,-2.8651,-7.3118
-5.7573,-6.5914,6.4708,1.0096,2.3647,6.9381,-6.1336,-0.5634
3.5374,-7.5163,7.8562,7.6457,-1.2295,6.3897,-3.1425,-4.8031
-5.0628,7.8067,1.9943,5.9372,8.4792,-10.8875,-3.6773,7.0340
4.4616,-9.3009,7.0096,9.0236,-1.4025,5.5564,-2.7391,-7.7030
-5.7444,-7.4050,7.6385,-0.7793,2.5474,5.4553,-7.2335,-1.3499
3.4525,-8.6373,7.3614,6.8753,-2.3165,6.7018,-1.1257,-5.7902
0.5621,8.5652,-9.0264,-0.4326,7.6270,3.2540,-0.2745,9.7459
-4.1697,8.9107,4.2329,9.2410,6.5796,-8.3014,-4.1033,4.6824
-6.6146,-6.0309,6.4494,1.4994,3.3363,5.9734,-4.7984,-2.2486
-4.5032,9.6619,2.4235,9.2013,7.6698,-9.1006,-4.7961,5.2498
-3.6422,11.3353,3.8346,5.9236,7.4030,-8.9009,-4.4821,3.5684
-2.2819,9.2586,4.2169,9.0392,7.9844,-11.2477,-4.0863,5.4731
-6.6771,-5.2963,-8.6185,-6.3508,-8.6410,8.4016,9.1688,0.9856
2.6464,8.9446,-7.1095,-1.8153,7.4311,3.3789,2.5133,9.6225
-0.0512,9.3817,-7.2403,-1.8012,8.4621,3.2241,0.0328,7.6150
-6.7984,-7.2666,5.6125,1.0004,2.4942,6.6726,-3.4447,-2.2760
-7.7448,-5.7078,6.4480,0.3977,3.6650,5.8187,-2.3248,-0.6891
-7.7855,-7.2109,6.4331,1.1903,3.3642,5.4277,-5.2868,-2.3954
0.5835,9.7395,-6.5024,-3.3491,5.2554,1.7740,0.3026,8.4903
-4.3275,9.5863,3.2013,8.0645,7.5138,-8.2784,-4.3164,4.4575
-5.7507,-7.5572,6.0348,-0.5955,1.9928,6.2575,-3.9633,-1.5734
-6.2095,-8.3401,8.1001,0.8786,2.5072,5.4938,-5.4780,-2.4567
0.8769,9.8227,-6.5151,-1.5830,8.6875,1.7853,0.5039,8.7506
-7.6900,-7.8884,7.4314,-0.5593,3.2273,5.5429,-6.1159,-0.5496
3.7909,-7.7065,8.0968,7.2814,-2.8392,7.4458,-5.6581,-8.5023
-5.2160,10.4621,2.9575,8.0859,7.6517,-9.8845,-4.1402,5.6386
-6.7404,-4.1986,-8.6263,-5.9338,-8.5477,9.8378,8.7023,4.3614
-2.6019,11.8488,4.0087,6.1594,5.6647,-7.3548,-4.2643,3.5779
4.2562,-10.6255,6.4870,7.4752,-2.2228,7.5351,-3.7273,-6.2935
-6.1315,-8.7630,5.3393,-0.2683,3.0348,8.7672,-6.2677,-0.6546
2.9088,-8.8906,5.7308,7.6102,-2.3872,7.3172,-3.6788,-6.1397
-3.9252,9.4503,3.7526,8.7769,7.1597,-9.2592,-1.9390,4.6395
1.3546,-9.1452,6.6066,9.4596,-2.2443,7.1139,-3.8031,-7.1649
-7.6677,-6.5346,6.3846,-1.8272,2.5663,5.4096,-3.4186,-0.8022
-2.7477,9.9294,1.3790,8.8539,8.1081,-9.7175,-1.8973,4.3276
-3.1485,7.8748,2.3552,8.0714,5.8345,-7.8688,-3.2120,5.1892
-5.7877,-6.0817,8.5158,0.3535,5.9046,5.6916,-4.5964,-0.5772
-6.6900,-6.6721,7.3260,-0.0646,4.7540,5.5373,-3.2455,-1.6230
5.1050,-8.3939,7.7754,6.0544,-2.0876,7.3682,-4.1984,-8.8859
4.3127,8.2576,-8.8442,-1.7508,7.2080,4.5488,2.2784,10.2414
-2.0159,7.9434,1.8497,7.5174,8.5477,-9.5994,-3.2476,5.8681
-6.5988,-6.7698,6.5259,1.2937,2.8480,6.9531,-6.0618,-1.5313
-6.9413,-3.8820,-7.5871,-5.6068,-7.9526,8.7303,5.8510,2.2789
-3.7147,10.8750,1.3449,7.7671,5.7158,-9.6190,-2.5432,5.3074
-3.7786,9.6755,3.0727,7.8720,6.9423,-8.9050,-2.9409,3.7679
2.8541,-6.8680,6.3555,9.1217,-2.0364,6.7608,-3.4296,-3.5721
-4.6189,10.6797,1.7767,9.3676,7.5087,-9.8380,-2.7881,4.3398
1.2488,8.2763,-7.2092,1.4285,5.7104,3.0506,2.1110,8.8015
-0.0691,8.6771,-5.7894,-2.4825,7.6343,2.2028,1.3267,9.7956
3.3064,-8.1166,6.2144,7.4755,-0.8149,7.4474,-3.5814,-6.6172
1.5642,-8.3088,7.9856,10.0859,-1.7561,5.6734,-4.0518,-4.3160
-0.8849,7.3354,-5.3005,-1.3834,8.6087,2.1562,2.6370,8.4416
3.6932,-7.5591,7.0439,7.1619,0.0809,6.7354,-3.6560,-7.2148
0.3160,9.1235,-8.1999,-2.4083,5.9365,2.1984,3.6854,8.1096
1.7973,-8.6029,6.9326,9.1031,-1.7902,6.3207,-1.2307,-5.2886
-7.1949,-4.5835,-8.4591,-6.3718,-9.7887,7.9421,9.5136,3.1592
-4.2826,11.0474,4.5548,7.8885,7.7878,-9.1914,-3.0743,4.0586
1.6562,8.2206,-6.3039,-1.2485,8.8050,3.8387,2.8668,11.3897
3.2343,-7.8478,7.1343,7.7237,-0.5494,7.5357,-3.0744,-6.7528
3.2494,-8.2968,6.8342,8.2261,-2.6541,5.9507,-3.0231,-6.9922
-6.8269,-6.9786,7.4045,-1.1864,3.3587,5.1499,-4.4099,-1.8289
-9.1341,-3.9931,-9.1807,-6.7535,-9.0747,8.7015,9.0603,2.8236
-2.3783,9.3678,2.9208,8.1665,8.8014,-9.4711,-5.0216,5.4165
-2.9016,9.4991,2.6940,10.0115,6.6205,-8.6970,-4.1840,7.0659
-7.2744,-6.8166,7.6777,-0.9663,3.1279,7.2891,-4.4733,-3.9252
2.3682,-8.2394,6.9656,8.5286,-2.7663,6.7147,-3.2044,-4.3669
-7.5962,-6.2406,7.4281,1.1935,3.7884,5.6286,-3.8389,-3.7282
4.1451,-8.5811,6.9958,10.9651,0.0474,7.0886,-3.4428,-5.6598
-5.2309,9.1303,4.7633,8.2499,7.6838,-8.6401,-2.1925,4.5750
1.9532,9.8629,-7.9212,-1.7406,7.3094,2.3518,2.1216,10.2981
3.4207,-9.4381,8.3973,6.1224,-2.5589,7.1030,-5.1711,-6.6051
4.5678,-8.1483,7.2642,10.0033,-0.7691,7.5370,-2.4945,-5.6459
-8.2431,-7.5587,7.0201,1.6628,4.1955,6.9553,-4.8622,-1.7420
1.5071,8.1648,-7.3752,-2.4827,6.5422,2.6471,2.2511,9.3310
5.7814,-10.2176,6.9694,7.4961,-2.0865,5.0982,-2.7084,-7.6153
1.1978,9.3347,-7.5418,-0.2711,6.3102,4.6191,0.3816,9.1118
-5.6507,-6.8425,5.6713,0.0727,4.2422,7.3650,-6.3910,-2.8562
-3.3002,9.6326,2.2409,6.7389,7.9045,-9.8435,-3.4211,2.7438
3.0358,9.6666,-7.5618,-1.9746,6.9028,2.8267,-0.2629,10.5175
1.7323,10.0329,-6.4049,0.3077,8.8059,2.1063,0.3226,9.1152
-7.3977,-6.2316,6.4282,0.0963,4.3538,6.7354,-4.3227,-0.3965
-6.6827,-5.9204,6.5975,-0.3493,3.7704,6.1877,-4.2061,-1.9158
2.9357,-7.3467,7.1164,8.5072,-2.8188,6.7032,-3.2331,-5.5478
-8.6480,-6.8219,6.4642,0.3353,2.7705,7.0045,-5.4772,-1.6282
-3.7775,8.9387,2.5789,7.3347,6.4356,-8.5781,-3.7806,5.7980
-3.2231,9.8715,3.0679,7.3747,10.6768,-9.2429,-3.7696,3.3347
-4.0028,9.2765,2.9862,8.6575,9.0650,-7.6758,-2.0171,3.6615
3.2434,-8.2903,6.8490,6.8679,0.6412,7.2336,-1.1119,-6.9825
0.6770,8.6546,-7.3948,-0.7782,6.9282,2.0309,2.3636,7.3631
1.7621,9.7901,-7.7637,-1.0425,7.9626,2.1085,0.1166,8.4384
-3.9963,9.1575,5.4410,8.4175,6.5983,-8.6085,-3.5170,5.5106
-7.0526,-5.3186,-10.2737,-5.0372,-7.9966,11.3933,9.1863,2.7071
-4.7089,-7.5788,-8.8749,-7.1650,-7.8516,8.5834,8.4332,4.0880
-6.9567,-5.4355,-9.3566,-5.7691,-7.9717,9.3131,10.6444,3.2188
2.8747,9.7597,-7.4441,-0.3311,7.2966,6.3291,1.5567,10.5891
2.7698,-8.9702,6.3551,7.3138,-0.6183,7.3550,-3.1275,-6.0535
3.8574,-6.7930,7.7637,9.4380,-0.6439,6.6963,-4.1673,-5.2059
-6.3952,-6.9872,6.7549,0.9760,3.3486,4.9659,-4.4932,-2.1617
0.1739,8.6114,-8.1674,-1.2157,6.1096,2.4904,1.3710,10.6021
-5.8620,-7.8683,6.1346,-1.9174,2.1440,5.4822,-4.5391,-3.0013
-5.8673,-6.0063,-8.2627,-4.2480,-7.9140,10.2544,8.3681,2.5782
-5.8458,-8.3022,5.8846,-1.0316,4.8206,7.6710,-3.7610,-0.8868
2.4931,7.5670,-7.9582,0.0574,7.8543,5.0067,0.3812,9.3058
-2.9733,9.4368,2.9772,7.2951,5.4396,-8.1653,-4.3568,3.9551
-6.6462,-6.1042,-8.4518,-4.8969,-7.7260,9.7820,11.0900,3.1417
-9.2380,-2.4464,-9.9214,-5.1764,-10.1773,8.2572,10.4875,4.6731
-5.3434,-5.4431,4.7775,0.6147,2.9953,5.0420,-5.9333,-2.7200
-8.1911,-5.1057,-6.7365,-6.5875,-6.2312,8.5321,8.3685,3.3419
-2.7317,11.5097,1.8776,7.8916,8.9491,-9.6488,-3.5404,5.0995
0.5628,10.6231,-6.8331,-1.5290,8.9129,2.4367,0.5713,9.8647
0.1994,11.3659,-9.1790,-0.0737,9.2339,3.4443,1.1078,8.5071
-7.5006,-7.0433,7.3835,1.3397,2.7937,3.7165,-3.8559,-1.8054
1.2606,7.4646,-7.3348,-0.0373,8.2775,2.8954,3.1255,8.8817
4.3947,-8.8436,9.1485,8.0972,-0.2202,6.0369,-2.6476,-3.5969
2.1616,7.1683,-6.5154,-2.8539,8.3539,3.6393,3.2561,10.6837
