instance,class,num,sup,cpm,mis,misr,dir,omega
211,6,33,4,1500,0.4,0.0,io,1500
211,6,34,3,1500,1.4,0.0,ma,1500
216,6,0,1,0,6.0,0.0,ao,1500
216,6,1,1,0,3.5,0.0,av,1500
216,6,2,1,0,1.5,0.0,vo,1500
216,6,3,1,0,1.2,0.0,vv,1500
216,6,4,2,0,6.0,0.0,ao,1500
216,6,5,2,0,6.5,0.0,av,1500
216,6,6,2,0,5.0,0.0,aa,1500
216,6,7,2,0,2.0,0.0,vo,1500
216,6,8,2,0,1.65,0.0,vv,1500
216,6,9,2,0,1.3,0.0,va,1500
216,6,10,4,0,6.5,0.0,ao,1500
216,6,11,4,0,4.5,0.0,av,1500
216,6,12,4,0,1.95,0.0,vo,1500
216,6,13,4,0,2.1,0.0,vv,1500
216,6,14,3,0,6.5,0.0,ao,1500
216,6,15,3,0,3.5,0.0,av,1500
216,6,16,3,0,2.65,0.0,vo,1500
216,6,17,3,0,2.1,0.0,vv,1500
216,6,18,1,4500,0.45,0.0,io,1500
216,6,19,4,24000,0.9,0.0,iv,1500
216,6,20,4,30000,0.35,0.0,ia,1500
216,6,21,1,10500,0.65,0.0,io,1500
216,6,22,1,15000,0.35,0.0,io,1500
216,6,23,1,3000,0.25,0.0,io,1500
216,6,24,1,21000,0.35,0.0,io,1500
216,6,25,4,32000,0.25,0.0,io,1500
216,6,26,1,6000,0.7,0.0,io,1500
216,6,27,2,3000,0.35,0.0,io,1500
216,6,28,2,3000,0.7,0.0,iv,1500
216,6,29,2,6000,0.3,0.0,iv,1500
216,6,30,2,7500,0.4,0.0,iv,1500
216,6,31,2,10500,1.1,0.0,io,1500
216,6,32,2,30000,0.35,0.0,io,1500
216,6,33,2,30000,0.25,0.0,iv,1500
216,6,34,3,10500,1.1,0.0,io,1500
216,6,35,3,30000,1.0,0.0,io,1500
216,6,36,3,32000,1.45,0.0,iv,1500
216,6,37,4,10500,1.2,0.0,io,1500
216,6,38,4,10500,0.45,0.0,iv,1500
216,6,39,3,32000,1.45,0.0,ma,1500
220,6,0,1,0,4.5,0.0,ao,3000
220,6,1,1,0,4.5,0.0,av,3000
220,6,2,1,0,1.3,0.0,vo,3000
220,6,3,1,0,1.15,0.0,vv,3000
220,6,4,2,0,5.5,0.0,ao,3000
220,6,5,2,0,4.5,0.0,av,3000
220,6,6,2,0,2.5,0.0,aa,3000
220,6,7,2,0,2.0,0.0,vo,3000
220,6,8,2,0,1.5,0.0,vv,3000
220,6,9,2,0,0.75,0.0,va,3000
220,6,10,4,0,3.5,0.0,ao,3000
220,6,11,4,0,3.5,0.0,av,3000
220,6,12,4,0,0.9,0.0,vo,3000
220,6,13,4,0,1.7,0.0,vv,3000
220,6,14,3,0,2.5,0.0,ao,3000
220,6,15,3,0,1.5,0.0,av,3000
220,6,16,3,0,3.0,0.0,aa,3000
220,6,17,3,0,1.0,0.0,vo,3000
220,6,18,3,0,1.1,0.0,vv,3000
220,6,19,3,0,0.7,0.0,va,3000
220,6,20,1,6000,0.95,0.0,io,3000
220,6,21,1,6000,0.5,0.0,iv,3000
220,6,22,2,3000,0.45,0.0,io,3000
220,6,23,2,3000,0.3,0.0,iv,3000
220,6,24,2,3000,0.2,0.0,ia,3000
220,6,25,2,6000,1.2,0.0,io,3000
220,6,26,2,9000,0.3,0.0,ia,3000
220,6,27,2,18000,0.45,0.0,iv,3000
220,6,28,2,26000,0.9,0.0,io,3000
220,6,29,2,27000,0.6,0.0,iv,3000
220,6,30,1,3000,0.4,0.0,io,3000
220,6,31,1,3000,0.45,0.0,iv,3000
220,6,32,2,30000,0.15,0.0,ia,3000
220,6,33,4,21000,1.05,0.0,iv,3000
220,6,34,4,3000,0.3,0.0,iv,3000
220,6,35,4,15000,0.9,0.0,iv,3000
220,6,36,2,6000,1.2,0.0,ma,3000
218,6,0,2,0,10.0,0.0,ao,3000
218,6,1,2,0,6.0,0.0,aa,3000
218,6,2,2,0,3.0,0.0,vo,3000
218,6,3,2,0,1.15,0.0,va,3000
218,6,4,3,0,17.0,0.0,ao,3000
218,6,5,3,0,9.0,0.0,av,3000
218,6,6,3,0,3.9,0.0,vo,3000
218,6,7,3,0,2.55,0.0,vv,3000
218,6,8,1,0,11.5,0.0,ao,3000
218,6,9,1,0,2.5,0.0,vo,3000
218,6,10,4,0,17.5,0.0,ao,3000
218,6,11,4,0,12.5,0.0,aa,3000
218,6,12,4,0,3.5,0.0,vo,3000
218,6,13,4,0,2.45,0.0,va,3000
218,6,14,1,6100,2.6,0.0,io,3000
218,6,15,4,21000,0.75,0.0,io,3000
218,6,16,4,21000,0.5,0.0,ia,3000
218,6,17,4,33000,0.35,0.0,io,3000
218,6,18,2,3000,0.5,0.0,io,3000
218,6,19,2,3000,0.75,0.0,ia,3000
218,6,20,2,6100,2.8,0.0,io,3000
218,6,21,2,6100,0.5,0.0,ia,3000
218,6,22,2,9200,0.4,0.0,ia,3000
218,6,23,2,37000,0.4,0.0,io,3000
218,6,24,3,3000,1.8,0.0,io,3000
218,6,25,3,3000,1.0,0.0,iv,3000
218,6,26,3,6100,2.25,0.0,io,3000
218,6,27,3,6100,0.4,0.0,iv,3000
218,6,28,1,3000,0.6,0.0,io,3000
218,6,29,3,9100,1.4,0.0,io,3000
218,6,30,4,37000,0.45,0.0,ia,3000
218,6,31,3,11000,0.4,0.0,iv,3000
218,6,32,3,21000,1.0,0.0,io,3000
218,6,33,3,21000,1.15,0.0,iv,3000
218,6,34,3,34000,0.5,0.0,iv,3000
218,6,35,3,37000,0.4,0.0,io,3000
218,6,36,4,3000,2.3,0.0,io,3000
218,6,37,4,3000,1.55,0.0,ia,3000
218,6,38,4,6100,1.6,0.0,io,3000
218,6,39,4,6100,0.4,0.0,ia,3000
218,6,40,2,6100,2.8,0.0,ma,3000
205,6,0,1,0,3.5,0.0,ao,1500
205,6,1,1,0,4.0,0.0,av,1500
205,6,2,1,0,1.2,0.0,vo,1500
205,6,3,1,0,0.7,0.0,vv,1500
205,6,4,3,0,11.0,0.0,ao,1500
205,6,5,3,0,4.0,0.0,av,1500
205,6,6,3,0,1.45,0.0,vo,1500
205,6,7,3,0,1.25,0.0,vv,1500
205,6,8,2,0,7.5,0.0,ao,1500
205,6,9,2,0,6.5,0.0,av,1500
205,6,10,2,0,4.5,0.0,aa,1500
205,6,11,2,0,1.0,0.0,vo,1500
205,6,12,2,0,0.95,0.0,vv,1500
205,6,13,2,0,0.7,0.0,va,1500
205,6,14,4,0,4.5,0.0,ao,1500
205,6,15,4,0,3.5,0.0,av,1500
205,6,16,4,0,7.5,0.0,aa,1500
205,6,17,4,0,0.75,0.0,vo,1500
205,6,18,4,0,1.1,0.0,vv,1500
205,6,19,4,0,1.75,0.0,va,1500
205,6,20,3,12000,0.4,0.0,io,1500
205,6,21,3,23000,0.75,0.0,iv,1500
205,6,22,3,35000,0.8,0.0,io,1500
205,6,23,3,1500,0.7,0.0,io,1500
205,6,24,3,1500,0.2,0.0,iv,1500
205,6,25,4,12000,0.3,0.0,iv,1500
205,6,26,4,32000,0.25,0.0,io,1500
205,6,27,4,23000,0.75,0.0,ia,1500
205,6,28,4,24000,0.65,0.0,iv,1500
205,6,29,4,30000,0.65,0.0,ia,1500
205,6,30,3,35000,0.8,0.0,ma,1500
202,6,0,2,0,9.5,0.0,ao,1000
202,6,1,2,0,11.0,0.0,av,1000
202,6,2,2,0,5.5,0.0,aa,1000
202,6,3,2,0,1.0,0.0,vo,1000
202,6,4,2,0,0.65,0.0,vv,1000
202,6,5,2,0,0.55,0.0,va,1000
202,6,6,1,0,3.0,0.0,ao,1000
202,6,7,1,0,4.5,0.0,av,1000
202,6,8,1,0,0.7,0.0,vo,1000
202,6,9,1,0,0.75,0.0,vv,1000
202,6,10,1,6000,0.35,0.0,iv,1000
202,6,11,1,5200,0.3,0.0,io,1000
202,6,12,1,26000,0.2,0.0,iv,1000
202,6,13,2,6000,0.3,0.0,iv,1000
202,6,14,2,1000,0.5,0.0,io,1000
202,6,15,2,1000,0.5,0.0,iv,1000
202,6,16,2,3000,0.4,0.0,io,1000
202,6,17,2,1000,0.5,0.0,ma,1000
203,6,0,1,0,6.25,0.0,ao,3000
203,6,1,1,0,4.75,0.0,av,3000
203,6,2,1,0,1.95,0.0,vo,3000
203,6,3,1,0,1.05,0.0,vv,3000
203,6,4,2,0,5.75,0.0,ao,3000
203,6,5,2,0,5.5,0.0,av,3000
203,6,6,2,0,2.0,0.0,aa,3000
203,6,7,2,0,1.7,0.0,vo,3000
203,6,8,2,0,2.1,0.0,vv,3000
203,6,9,2,0,0.95,0.0,va,3000
203,6,10,3,0,2.0,0.0,ao,3000
203,6,11,3,0,1.8,0.0,av,3000
203,6,12,3,0,1.5,0.0,aa,3000
203,6,13,3,0,0.95,0.0,vo,3000
203,6,14,3,0,1.05,0.0,vv,3000
203,6,15,3,0,1.2,0.0,va,3000
203,6,16,4,0,1.5,0.0,ao,3000
203,6,17,4,0,1.5,0.0,av,3000
203,6,18,4,0,0.4,0.0,vo,3000
203,6,19,4,0,0.55,0.0,vv,3000
203,6,20,1,6000,1.5,0.0,io,3000
203,6,21,1,6000,0.3,0.0,iv,3000
203,6,22,1,9000,0.35,0.0,io,3000
203,6,23,1,9000,0.55,0.0,iv,3000
203,6,24,1,22000,0.6,0.0,io,3000
203,6,25,1,22000,0.4,0.0,iv,3000
203,6,26,2,3000,0.4,0.0,io,3000
203,6,27,2,3000,0.6,0.0,iv,3000
203,6,28,2,6000,1.5,0.0,io,3000
203,6,29,2,9000,0.3,0.0,io,3000
203,6,30,2,9000,0.95,0.0,iv,3000
203,6,31,2,9000,0.75,0.0,ia,3000
203,6,32,2,15000,0.4,0.0,iv,3000
203,6,33,1,3000,0.6,0.0,io,3000
203,6,34,1,3000,0.6,0.0,iv,3000
203,6,35,2,18000,0.65,0.0,io,3000
203,6,36,2,18000,1.1,0.0,iv,3000
203,6,37,3,24000,0.9,0.0,io,3000
203,6,38,3,24000,0.7,0.0,ia,3000
203,6,39,3,19000,0.45,0.0,iv,3000
203,6,40,3,19000,0.4,0.0,ia,3000
203,6,41,3,22000,0.5,0.0,iv,3000
203,6,42,1,6000,1.5,0.0,ma,3000
204,6,0,1,0,3.5,0.0,ao,1500
204,6,1,1,0,3.5,0.0,av,1500
204,6,2,1,0,0.7,0.0,vo,1500
204,6,3,1,0,0.7,0.0,vv,1500
204,6,4,2,0,4.5,0.0,ao,1500
204,6,5,2,0,5.5,0.0,av,1500
204,6,6,2,0,4.0,0.0,aa,1500
204,6,7,2,0,0.95,0.0,vo,1500
204,6,8,2,0,0.7,0.0,vv,1500
204,6,9,2,0,0.75,0.0,va,1500
204,6,10,3,0,13.0,0.0,ao,1500
204,6,11,3,0,4.5,0.0,av,1500
204,6,12,3,0,1.6,0.0,vo,1500
204,6,13,3,0,1.4,0.0,vv,1500
204,6,14,4,0,4.5,0.0,ao,1500
204,6,15,4,0,7.5,0.0,av,1500
204,6,16,4,0,9.0,0.0,aa,1500
204,6,17,4,0,0.95,0.0,vo,1500
204,6,18,4,0,1.15,0.0,vv,1500
204,6,19,4,0,1.75,0.0,va,1500
204,6,20,2,4500,0.45,0.0,io,1500
204,6,21,2,18000,0.3,0.0,io,1500
204,6,22,3,1500,0.55,0.0,io,1500
204,6,23,3,1500,0.25,0.0,iv,1500
204,6,24,3,1800,0.8,0.0,io,1500
204,6,25,3,9000,0.4,0.0,io,1500
204,6,26,3,18000,0.8,0.0,io,1500
204,6,27,2,1500,0.3,0.0,io,1500
204,6,28,3,27000,0.85,0.0,iv,1500
204,6,29,4,32000,0.15,0.0,io,1500
204,6,30,3,34000,0.5,0.0,io,1500
204,6,31,4,1500,0.25,0.0,io,1500
204,6,32,4,1500,0.15,0.0,iv,1500
204,6,33,4,1500,0.25,0.0,ia,1500
204,6,34,4,1800,0.32,0.0,io,1500
204,6,35,4,1800,0.5,0.0,iv,1500
204,6,36,4,1800,0.65,0.0,ia,1500
204,6,37,4,3600,0.18,0.0,io,1500
204,6,38,4,24000,0.35,0.0,iv,1500
204,6,39,4,27000,0.45,0.0,ia,1500
204,6,40,3,27000,0.85,0.0,ma,1500
22,1,0,2,0,39.0,0.0,ao,3000
22,1,1,2,0,39.0,0.0,av,3000
22,1,2,2,0,80.0,0.0,aa,3000
22,1,3,2,0,6.25,0.0,vo,3000
22,1,4,2,0,6.5,0.0,vv,3000
22,1,5,2,0,9.0,0.0,va,3000
22,1,6,3,0,220.0,0.0,ao,3000
22,1,7,3,0,140.0,0.0,av,3000
22,1,8,3,0,160.0,0.0,aa,3000
22,1,9,3,0,36.0,0.0,vo,3000
22,1,10,3,0,24.0,0.0,vv,3000
22,1,11,3,0,30.0,0.0,va,3000
22,1,12,1,0,29.0,0.0,ao,3000
22,1,13,1,0,21.0,0.0,av,3000
22,1,14,1,0,5.1,0.0,vo,3000
22,1,15,1,0,7.0,0.0,vv,3000
22,1,16,1,6000,0.75,0.0,io,3000
22,1,17,1,6000,0.95,0.0,iv,3000
22,1,18,1,21000,0.4,0.0,io,3000
22,1,19,1,21000,5.5,0.0,iv,3000
22,1,20,2,3000,4.25,0.0,io,3000
22,1,21,2,3000,4.1,0.0,iv,3000
22,1,22,2,3000,7.6,0.0,ia,3000
22,1,23,2,6000,0.75,0.0,iv,3000
22,1,24,2,12000,0.65,0.0,io,3000
22,1,25,2,15000,2.15,0.0,iv,3000
22,1,26,2,15000,1.2,0.0,ia,3000
22,1,27,2,18000,0.9,0.0,io,3000
22,1,28,2,21000,3.0,0.0,iv,3000
22,1,29,3,3000,32.0,0.0,io,3000
22,1,30,3,3000,2.4,0.0,iv,3000
22,1,31,3,3000,24.0,0.0,ia,3000
22,1,32,3,6000,5.0,0.0,io,3000
22,1,33,3,6000,5.75,0.0,iv,3000
22,1,34,3,6000,4.0,0.0,ia,3000
22,1,35,3,9000,3.75,0.0,iv,3000
22,1,36,1,3000,3.6,0.0,io,3000
22,1,37,1,3000,1.8,0.0,iv,3000
22,1,38,3,15000,5.75,0.0,io,3000
22,1,39,3,15000,3.5,0.0,iv,3000
22,1,40,3,15000,5.5,0.0,ia,3000
22,1,41,3,3000,32.0,0.0,ma,3000
119,2,0,2,0,5.0,0.0,ao,1500
119,2,1,2,0,7.0,0.0,aa,1500
119,2,2,2,0,0.9,0.0,vo,1500
119,2,3,2,0,1.15,0.0,va,1500
119,2,4,3,0,8.0,0.0,ao,1500
119,2,5,3,0,5.0,0.0,av,1500
119,2,6,3,0,3.25,0.0,vo,1500
119,2,7,3,0,3.75,0.0,vv,1500
119,2,8,1,0,5.0,0.0,ao,1500
119,2,9,1,0,0.8,0.0,vo,1500
119,2,10,4,0,8.0,0.0,ao,1500
119,2,11,4,0,5.0,0.0,av,1500
119,2,12,4,0,4.0,0.0,aa,1500
119,2,13,4,0,3.3,0.0,vo,1500
119,2,14,4,0,4.25,0.0,vv,1500
119,2,15,4,0,1.9,0.0,va,1500
119,2,16,3,9000,1.6,0.0,io,1500
119,2,17,3,30000,1.0,0.0,io,1500
119,2,18,3,30000,1.6,0.0,iv,1500
119,2,19,3,45000,2.3,0.0,io,1500
119,2,20,3,1500,0.5,0.0,io,1500
119,2,21,3,1500,0.2,0.0,iv,1500
119,2,22,4,1500,0.25,0.0,io,1500
119,2,23,4,45000,1.2,0.0,io,1500
119,2,24,4,45000,2.35,0.0,iv,1500
119,2,25,4,9000,0.9,0.0,io,1500
119,2,26,4,9000,0.5,0.0,ia,1500
119,2,27,4,30000,0.9,0.0,io,1500
119,2,28,4,30000,1.15,0.0,iv,1500
119,2,29,4,36000,0.9,0.0,ia,1500
119,2,30,4,45000,2.35,0.0,ma,1500
126,2,0,4,0,35.0,0.0,ao,3000
126,2,1,4,0,20.0,0.0,av,3000
126,2,2,4,0,9.0,0.0,aa,3000
126,2,3,4,0,9.5,0.0,vo,3000
126,2,4,4,0,5.25,0.0,vv,3000
126,2,5,4,0,1.6,0.0,va,3000
126,2,6,3,0,32.5,0.0,ao,3000
126,2,7,3,0,11.0,0.0,av,3000
126,2,8,3,0,4.85,0.0,vo,3000
126,2,9,3,0,2.9,0.0,vv,3000
126,2,10,3,26000,0.7,0.0,io,3000
126,2,11,3,16000,1.3,0.0,io,3000
126,2,12,3,16000,0.9,0.0,iv,3000
126,2,13,3,3000,1.3,0.0,io,3000
126,2,14,3,3000,0.2,0.0,iv,3000
126,2,15,4,27000,1.95,0.0,iv,3000
126,2,16,4,25000,3.5,0.0,io,3000
126,2,17,4,22000,4.5,0.0,io,3000
126,2,18,4,16000,0.85,0.0,io,3000
126,2,19,4,16000,1.55,0.0,iv,3000
126,2,20,4,16000,1.6,0.0,ia,3000
126,2,21,4,2100,1.15,0.0,io,3000
126,2,22,4,2100,0.4,0.0,ia,3000
126,2,23,4,1500,1.6,0.0,io,3000
126,2,24,4,1500,0.9,0.0,iv,3000
126,2,25,4,1500,0.3,0.0,ia,3000
126,2,26,3,36000,0.65,0.0,io,3000
126,2,27,4,36000,2.1,0.0,iv,3000
126,2,28,3,34000,1.6,0.0,iv,3000
126,2,29,4,30000,2.6,0.0,io,3000
126,2,30,4,30000,1.7,0.0,ia,3000
126,2,31,4,22000,4.5,0.0,ma,3000
25,1,0,1,0,15.0,0.0,ao,3000
25,1,1,1,0,7.5,0.0,av,3000
25,1,2,1,0,4.9,0.0,vo,3000
25,1,3,1,0,2.05,0.0,vv,3000
25,1,4,2,0,18.0,0.0,ao,3000
25,1,5,2,0,14.0,0.0,av,3000
25,1,6,2,0,14.5,0.0,aa,3000
25,1,7,2,0,5.75,0.0,vo,3000
25,1,8,2,0,4.0,0.0,vv,3000
25,1,9,2,0,4.0,0.0,va,3000
25,1,10,4,0,32.5,0.0,ao,3000
25,1,11,4,0,5.5,0.0,vo,3000
25,1,12,3,0,47.5,0.0,ao,3000
25,1,13,3,0,25.0,0.0,av,3000
25,1,14,3,0,5.0,0.0,aa,3000
25,1,15,3,0,7.75,0.0,vo,3000
25,1,16,3,0,5.0,0.0,vv,3000
25,1,17,3,0,1.6,0.0,va,3000
25,1,18,1,6000,4.0,0.0,io,3000
25,1,19,1,6000,1.2,0.0,iv,3000
25,1,20,4,3000,3.8,0.0,io,3000
25,1,21,1,9000,0.7,0.0,io,3000
25,1,22,1,9000,0.6,0.0,iv,3000
25,1,23,1,15000,0.55,0.0,io,3000
25,1,24,1,15000,0.45,0.0,iv,3000
25,1,25,1,30000,0.25,0.0,io,3000
25,1,26,2,3000,0.65,0.0,io,3000
25,1,27,2,3000,1.3,0.0,iv,3000
25,1,28,2,3000,1.3,0.0,ia,3000
25,1,29,2,6000,5.0,0.0,io,3000
25,1,30,2,6000,3.25,0.0,iv,3000
25,1,31,2,6000,3.0,0.0,ia,3000
25,1,32,2,9000,0.7,0.0,iv,3000
25,1,33,1,3000,0.45,0.0,io,3000
25,1,34,1,3000,0.65,0.0,iv,3000
25,1,35,2,12000,0.8,0.0,io,3000
25,1,36,2,12000,0.75,0.0,ia,3000
25,1,37,4,6000,1.6,0.0,io,3000
25,1,38,2,15000,0.75,0.0,io,3000
25,1,39,2,15000,0.55,0.0,ia,3000
25,1,40,3,3000,6.5,0.0,io,3000
25,1,41,3,3000,3.0,0.0,iv,3000
25,1,42,3,3000,0.5,0.0,ia,3000
25,1,43,3,6000,2.25,0.0,io,3000
25,1,44,3,6000,3.1,0.0,iv,3000
25,1,45,3,6000,0.85,0.0,ia,3000
25,1,46,3,9000,0.65,0.0,io,3000
25,1,47,3,9000,1.0,0.0,iv,3000
25,1,48,3,12000,0.7,0.0,iv,3000
25,1,49,3,12000,0.65,0.0,ia,3000
25,1,50,3,30000,0.55,0.0,iv,3000
25,1,51,3,3000,6.5,0.0,ma,3000
13,1,0,1,0,11.0,0.0,ao,3000
13,1,1,1,0,6.0,0.0,av,3000
13,1,2,1,0,2.15,0.0,vo,3000
13,1,3,1,0,1.4,0.0,vv,3000
13,1,4,4,0,11.0,0.0,ao,3000
13,1,5,4,0,7.0,0.0,av,3000
13,1,6,4,0,3.0,0.0,vo,3000
13,1,7,4,0,4.2,0.0,vv,3000
13,1,8,2,0,19.0,0.0,ao,3000
13,1,9,2,0,21.0,0.0,av,3000
13,1,10,2,0,32.0,0.0,aa,3000
13,1,11,2,0,3.0,0.0,vo,3000
13,1,12,2,0,4.5,0.0,vv,3000
13,1,13,2,0,6.2,0.0,va,3000
13,1,14,3,0,54.0,0.0,ao,3000
13,1,15,3,0,30.0,0.0,av,3000
13,1,16,3,0,48.0,0.0,aa,3000
13,1,17,3,0,10.5,0.0,vo,3000
13,1,18,3,0,6.4,0.0,vv,3000
13,1,19,3,0,9.8,0.0,va,3000
13,1,20,1,9000,0.35,0.0,io,3000
13,1,21,3,37000,1.4,0.0,io,3000
13,1,22,4,3000,1.6,0.0,io,3000
13,1,23,4,3000,0.9,0.0,iv,3000
13,1,24,4,6000,1.9,0.0,io,3000
13,1,25,4,6000,0.8,0.0,iv,3000
13,1,26,4,9000,0.6,0.0,iv,3000
13,1,27,4,12000,1.2,0.0,iv,3000
13,1,28,4,18000,1.8,0.0,iv,3000
13,1,29,4,28000,0.7,0.0,io,3000
13,1,30,4,38000,2.4,0.0,iv,3000
13,1,31,2,24000,0.55,0.0,ia,3000
13,1,32,1,24000,0.55,0.0,io,3000
13,1,33,1,3000,1.4,0.0,io,3000
13,1,34,2,3000,2.5,0.0,io,3000
13,1,35,2,3000,2.75,0.0,iv,3000
13,1,36,2,3000,4.6,0.0,ia,3000
13,1,37,1,6000,0.55,0.0,io,3000
13,1,38,2,6000,0.45,0.0,io,3000
13,1,39,2,6000,1.9,0.0,iv,3000
13,1,40,2,6000,3.0,0.0,ia,3000
13,1,41,2,9000,0.7,0.0,iv,3000
13,1,42,2,12000,0.65,0.0,iv,3000
13,1,43,2,21000,0.9,0.0,iv,3000
13,1,44,3,3000,8.0,0.0,io,3000
13,1,45,3,3000,4.2,0.0,iv,3000
13,1,46,3,3000,6.6,0.0,ia,3000
13,1,47,3,6000,3.5,0.0,io,3000
13,1,48,3,6000,1.15,0.0,iv,3000
13,1,49,3,6000,2.35,0.0,ia,3000
13,1,50,3,9000,0.75,0.0,iv,3000
13,1,51,3,12000,0.9,0.0,iv,3000
13,1,52,3,12000,1.9,0.0,ia,3000
13,1,53,3,18000,1.1,0.0,iv,3000
13,1,54,3,18000,1.6,0.0,ia,3000
13,1,55,3,28000,1.35,0.0,ia,3000
13,1,56,3,36000,1.4,0.0,iv,3000
13,1,57,3,3000,8.0,0.0,ma,3000
14,1,0,2,0,7.0,0.0,ao,3000
14,1,1,2,0,5.5,0.0,av,3000
14,1,2,2,0,5.0,0.0,aa,3000
14,1,3,2,0,2.5,0.0,vo,3000
14,1,4,2,0,1.75,0.0,vv,3000
14,1,5,2,0,2.45,0.0,va,3000
14,1,6,4,0,8.5,0.0,ao,3000
14,1,7,4,0,6.0,0.0,av,3000
14,1,8,4,0,2.25,0.0,vo,3000
14,1,9,4,0,4.5,0.0,vv,3000
14,1,10,3,0,53.0,0.0,ao,3000
14,1,11,3,0,33.0,0.0,av,3000
14,1,12,3,0,40.0,0.0,aa,3000
14,1,13,3,0,11.0,0.0,vo,3000
14,1,14,3,0,6.4,0.0,vv,3000
14,1,15,3,0,8.0,0.0,va,3000
14,1,16,1,0,7.0,0.0,ao,3000
14,1,17,1,0,3.0,0.0,av,3000
14,1,18,1,0,3.4,0.0,vo,3000
14,1,19,1,0,2.3,0.0,vv,3000
14,1,20,2,18000,0.5,0.0,ia,3000
14,1,21,3,15000,0.6,0.0,iv,3000
14,1,22,3,28000,3.5,0.0,io,3000
14,1,23,3,28000,2.0,0.0,iv,3000
14,1,24,3,28000,4.5,0.0,ia,3000
14,1,25,4,3000,1.3,0.0,io,3000
14,1,26,4,3000,0.7,0.0,iv,3000
14,1,27,4,6000,0.75,0.0,io,3000
14,1,28,4,6000,0.95,0.0,iv,3000
14,1,29,4,28000,0.4,0.0,io,3000
14,1,30,4,28000,2.5,0.0,iv,3000
14,1,31,2,9000,1.55,0.0,io,3000
14,1,32,2,6000,0.8,0.0,io,3000
14,1,33,2,3000,0.45,0.0,io,3000
14,1,34,2,3000,0.85,0.0,iv,3000
14,1,35,2,3000,0.4,0.0,ia,3000
14,1,36,2,28000,0.6,0.0,iv,3000
14,1,37,2,28000,1.8,0.0,ia,3000
14,1,38,1,3000,0.2,0.0,io,3000
14,1,39,1,6000,0.85,0.0,io,3000
14,1,40,1,6000,0.35,0.0,iv,3000
14,1,41,1,9000,2.05,0.0,io,3000
14,1,42,1,12000,0.8,0.0,io,3000
14,1,43,1,12000,0.4,0.0,iv,3000
14,1,44,2,27000,1.0,0.0,io,3000
14,1,45,1,15000,0.9,0.0,io,3000
14,1,46,4,42000,0.8,0.0,io,3000
14,1,47,1,21000,0.7,0.0,io,3000
14,1,48,1,24000,1.6,0.0,iv,3000
14,1,49,3,3000,7.0,0.0,io,3000
14,1,50,3,3000,4.0,0.0,iv,3000
14,1,51,3,3000,6.0,0.0,ia,3000
14,1,52,3,6000,2.0,0.0,io,3000
14,1,53,3,6000,1.65,0.0,iv,3000
14,1,54,3,3000,7.0,0.0,ma,3000
110,2,0,2,0,704.0,0.0,ao,3000
110,2,1,2,0,9.0,0.0,aa,3000
110,2,2,2,0,9.5,0.0,vo,3000
110,2,3,2,0,2.3,0.0,va,3000
110,2,4,3,0,16.5,0.0,ao,3000
110,2,5,3,0,4.0,0.0,vo,3000
110,2,6,1,0,10.0,0.0,ao,3000
110,2,7,1,0,3.75,0.0,vo,3000
110,2,8,4,0,7.5,0.0,ao,3000
110,2,9,4,0,5.5,0.0,aa,3000
110,2,10,4,0,2.75,0.0,vo,3000
110,2,11,4,0,2.7,0.0,va,3000
110,2,12,2,34000,6.25,0.0,io,3000
110,2,13,2,36000,0.9,0.0,ia,3000
110,2,14,3,3000,2.6,0.0,io,3000
110,2,15,1,3000,0.8,0.0,io,3000
110,2,16,3,6000,1.8,0.0,io,3000
110,2,17,1,6000,1.8,0.0,io,3000
110,2,18,3,22000,1.1,0.0,io,3000
110,2,19,4,3000,0.75,0.0,io,3000
110,2,20,4,3000,0.7,0.0,ia,3000
110,2,21,4,6000,1.65,0.0,io,3000
110,2,22,4,33000,0.75,0.0,io,3000
110,2,23,4,34000,1.75,0.0,ia,3000
110,2,24,1,34000,1.85,0.0,io,3000
110,2,25,2,3000,1.4,0.0,io,3000
110,2,26,2,3000,1.35,0.0,ia,3000
110,2,27,2,6000,1.45,0.0,io,3000
110,2,28,2,6000,0.75,0.0,ia,3000
110,2,29,2,34000,6.25,0.0,ma,3000
144,2,0,2,0,13.5,0.0,ao,1500
144,2,1,2,0,15.0,0.0,av,1500
144,2,2,2,0,6.5,0.0,aa,1500
144,2,3,2,0,1.95,0.0,vo,1500
144,2,4,2,0,1.85,0.0,vv,1500
144,2,5,2,0,1.2,0.0,va,1500
144,2,6,1,0,4.25,0.0,ao,1500
144,2,7,1,0,5.0,0.0,av,1500
144,2,8,1,0,1.7,0.0,vo,1500
144,2,9,1,0,0.85,0.0,vv,1500
144,2,10,3,0,22.5,0.0,ao,1500
144,2,11,3,0,23.0,0.0,av,1500
144,2,12,3,0,4.0,0.0,vo,1500
144,2,13,3,0,7.7,0.0,vv,1500
144,2,14,4,0,4.75,0.0,ao,1500
144,2,15,4,0,10.0,0.0,av,1500
144,2,16,4,0,6.0,0.0,aa,1500
144,2,17,4,0,1.4,0.0,vo,1500
144,2,18,4,0,2.9,0.0,vv,1500
144,2,19,4,0,2.5,0.0,va,1500
144,2,20,2,3000,0.3,0.0,io,1500
144,2,21,2,3000,0.4,0.0,iv,1500
144,2,22,1,1500,0.2,0.0,io,1500
144,2,23,1,6000,0.45,0.0,io,1500
