"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-18","0.00","0.0","0.0",,"44","39"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-19","0.00","0.0","0.0",,"48","39"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-20","0.87","0.0","0.0",,"50","36"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-21","0.24","2.4","0.0",,"36","30"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-22","0.00","0.0","2.0",,"33","24"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-23","0.00","0.0","2.0",,"41","22"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-24","0.08","0.0","0.0",,"36","28"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-25","0.00","0.0","0.0",,"36","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-26","0.71","4.9","0.0",,"35","29"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-27","0.00","0.0","2.0",,"30","28"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-28","0.00","0.0","2.0",,"34","24"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-29","0.45","5.9","6.0",,"32","27"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-30","0.00","0.0","8.0",,"28","20"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2012-12-31","0.16","1.7","7.0",,"34","19"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-01","0.04","0.4","9.0",,"34","20"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-02","0.00","0.0","7.0",,"24","13"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-03","0.00","0.0","6.0",,"31","9"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-04","0.00","0.0","5.0",,"32","22"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-05","0.00","0.0","5.0",,"37","17"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-06","0.01","0.0","4.0",,"38","28"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-07","0.00","0.0","3.0",,"35","26"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-08","0.00","0.0","3.0",,"45","22"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-09","0.06","0.0","1.0",,"49","31"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-10","0.00","0.0","0.0",,"43","27"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-11","0.39","0.0","0.0",,"61","43"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-12","0.00","0.0","0.0",,"66","49"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-13","0.50","0.0","0.0",,"65","40"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-14","0.00","0.0","0.0",,"40","26"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-15","0.00","0.0","0.0",,"33","25"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-16","0.00","0.0","0.0",,"37","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-17","0.00","0.0","0.0",,"38","26"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-18","0.00","0.0","0.0",,"35","19"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-19","0.00","0.0","0.0",,"53","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-20","0.00","0.0","0.0",,"45","25"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-21","0.01","0.4","0.0",,"25","11"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-22","0.00","0.0","0.0",,"17","7"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-23","0.01","0.4","0.0",,"22","11"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-24","0.01","0.2","1.0",,"22","13"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-25","0.20","3.3","0.0",,"24","17"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-26","0.00","0.2","3.0",,"29","16"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-27","0.13","0.0","3.0",,"34","12"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-28","0.34","0.0","1.0",,"51","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-29","0.00","0.0","0.0",,"67","47"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-30","0.46","0.0","0.0",,"65","36"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-01-31","0.09","1.6","0.0",,"36","20"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-01","0.01","0.2","2.0",,"20","8"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-02","0.10","1.6","1.0",,"28","11"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-03","0.03","0.6","2.0",,"27","19"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-04","0.13","1.6","2.0",,"31","15"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-05","0.00","0.0","4.0",,"34","27"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-06","0.00","0.0","3.0",,"35","25"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-07","0.00","0.0","1.0",,"49","24"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-08","0.18","0.0","0.0",,"46","27"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-09","0.00","0.0","0.0",,"37","20"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-10","0.02","0.0","0.0",,"50","26"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-11","0.00","0.0","0.0",,"53","39"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-12","0.00","0.0","0.0",,"47","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-13","0.03","0.3","0.0",,"34","26"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-14","0.00","0.0","0.0",,"47","24"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-15","0.03","0.3","0.0",,"37","28"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-16","0.03","0.7","0.0",,"29","18"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-17","0.00","0.0","0.0",,"26","15"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-18","0.00","0.0","0.0",,"52","16"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-19","0.21","0.8","0.0",,"50","22"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-20","0.00","0.0","0.0",,"23","17"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-21","0.00","0.0","0.0",,"29","21"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-22","0.07","0.3","0.0",,"43","27"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-23","0.00","0.0","0.0",,"41","31"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-24","0.00","0.0","0.0",,"34","28"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-25","0.00","0.0","0.0",,"46","23"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-26","0.72","0.0","0.0",,"44","35"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-27","0.21","0.0","0.0",,"44","34"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-02-28","0.05","0.4","0.0",,"38","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-01","0.00","0.0","0.0",,"35","28"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-02","0.03","0.5","0.0",,"31","27"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-03","0.03","0.4","0.0",,"31","24"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-04","0.00","0.0","0.0",,"41","18"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-05","0.46","3.9","0.0",,"41","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-06","0.31","3.1","4.0",,"38","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-07","0.00","0.0","2.0",,"41","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-08","0.00","0.0","0.0",,"47","30"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-09","0.00","0.0","0.0",,"57","29"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-10","0.02","0.0","0.0",,"70","48"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-11","0.52","0.0","0.0",,"62","40"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-12","0.01","0.1","0.0",,"40","31"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-13","0.00","0.0","0.0",,"35","27"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-14","0.00","0.0","0.0",,"42","24"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-15","0.12","0.0","0.0",,"50","29"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-16","0.07","0.0","0.0",,"53","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-17","0.00","0.0","0.0",,"39","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-18","1.10","0.0","0.0",,"51","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-19","0.00","0.0","0.0",,"40","30"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-20","0.00","0.0","0.0",,"38","23"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-21","0.00","0.0","0.0",,"31","20"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-22","0.00","0.0","0.0",,"43","22"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-23","0.00","0.0","0.0",,"48","23"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-24","0.28","2.9","0.0",,"38","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-25","0.09","1.2","3.0",,"36","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-26","0.00","0.0","2.0",,"44","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-27","0.01","0.1","0.0",,"44","34"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-28","0.00","0.0","0.0",,"50","30"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-29","0.00","0.0","0.0",,"54","29"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-30","0.00","0.0","0.0",,"57","29"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-03-31","0.07","0.0","0.0",,"56","42"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-01","0.00","0.0","0.0","44","48","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-02","0.00","0.0","0.0","35","45","25"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-03","0.00","0.0","0.0","37","47","26"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-04","0.00","0.0","0.0","39","54","28"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-05","0.00","0.0","0.0","45","58","30"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-06","0.00","0.0","0.0","45","62","32"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-07","0.00","0.0","0.0","63","74","53"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-08","0.00","0.0","0.0","63","73","53"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-09","0.00","0.0","0.0","68","83","54"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-10","0.22","0.0","0.0","73","82","61"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-11","0.71","0.0","0.0","62","69","54"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-12","0.20","0.0","0.0","53","60","44"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-13","0.00","0.0","0.0","46","54","37"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-14","0.00","0.0","0.0","48","66","36"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-15","0.00","0.0","0.0","62","70","49"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-16","0.61","0.0","0.0","66","79","57"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-17","0.09","0.0","0.0","59","67","54"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-18","0.00","0.0","0.0","70","86","61"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-19","0.37","0.0","0.0","61","74","41"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-20","0.01","0.0","0.0","42","49","35"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-21","0.00","0.0","0.0","42","55","31"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-22","0.00","0.0","0.0","53","69","39"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-23","0.00","0.0","0.0","60","72","47"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-24","0.63","0.0","0.0","58","65","37"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-25","0.00","0.0","0.0","44","57","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-26","0.00","0.0","0.0","48","62","33"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-27","0.00","0.0","0.0","56","72","40"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-28","0.81","0.0","0.0","59","65","54"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-29","0.01","0.0","0.0","60","65","55"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-04-30","0.00","0.0","0.0","62","76","47"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-01","0.00","0.0","0.0","69","81","58"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-02","0.00","0.0","0.0","69","76","59"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-03","0.00","0.0","0.0","68","78","58"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-04","0.00","0.0","0.0","65","72","56"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-05","0.00","0.0","0.0","63","73","52"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-06","0.03","0.0","0.0","63","69","56"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-07","0.02","0.0","0.0","63","72","57"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-08","0.00","0.0","0.0","63","72","56"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-09","0.00","0.0","0.0","67","81","51"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-10","0.82","0.0","0.0","67","74","60"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-11","0.07","0.0","0.0","56","62","47"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-12","0.00","0.0","0.0","48","55","39"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-13","0.00","0.0","0.0","48","58","38"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-14","0.00","0.0","0.0","55","76","40"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-15","0.00","0.0","0.0","76","89","64"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-16","0.41","0.0","0.0","74","77","64"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-17","0.00","0.0","0.0","69","80","62"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-18","0.00","0.0","0.0","71","81","63"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-19","0.00","0.0","0.0","72","82","62"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-20","0.00","0.0","0.0","75","86","65"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-21","0.00","0.0","0.0","78","88","71"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-22","0.05","0.0","0.0","75","82","66"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-23","0.02","0.0","0.0","69","76","49"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-24","0.00","0.0","0.0","52","59","45"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-25","0.00","0.0","0.0","52","65","38"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-26","0.00","0.0","0.0","57","71","42"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-27","0.10","0.0","0.0","59","71","53"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-28","0.00","0.0","0.0","72","86","63"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-29","0.00","0.0","0.0","78","89","68"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-30","0.00","0.0","0.0","79","89","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-05-31","0.10","0.0","0.0","79","89","68"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-01","0.10","0.0","0.0","75","86","68"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-02","0.00","0.0","0.0","73","77","66"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-03","0.00","0.0","0.0","65","68","55"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-04","0.00","0.0","0.0","63","76","49"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-05","0.27","0.0","0.0","69","83","57"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-06","1.17","0.0","0.0","69","71","60"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-07","0.00","0.0","0.0","62","70","57"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-08","0.00","0.0","0.0","64","76","55"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-09","0.01","0.0","0.0","74","84","65"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-10","0.72","0.0","0.0","71","79","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-11","0.00","0.0","0.0","72","84","65"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-12","0.00","0.0","0.0","79","90","70"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-13","0.84","0.0","0.0","74","82","66"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-14","0.00","0.0","0.0","70","78","60"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-15","0.00","0.0","0.0","69","80","54"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-16","0.02","0.0","0.0","74","79","69"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-17","0.00","0.0","0.0","75","86","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-18","0.33","0.0","0.0","75","82","63"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-19","0.00","0.0","0.0","68","79","57"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-20","0.00","0.0","0.0","71","84","59"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-21","0.00","0.0","0.0","75","87","60"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-22","0.00","0.0","0.0","80","90","66"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-23","0.00","0.0","0.0","79","91","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-24","0.00","0.0","0.0","78","87","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-25","0.00","0.0","0.0","81","93","71"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-26","0.45","0.0","0.0","79","87","68"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-27","0.25","0.0","0.0","74","86","68"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-28","0.04","0.0","0.0","77","83","68"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-29","0.25","0.0","0.0","71","81","63"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-06-30","0.01","0.0","0.0","69","81","62"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-01","0.00","0.0","0.0","72","84","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-02","0.00","0.0","0.0","74","83","69"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-03","0.00","0.0","0.0","77","84","70"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-04","0.33","0.0","0.0","75","77","71"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-05","0.39","0.0","0.0","72","79","68"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-06","0.02","0.0","0.0","76","85","71"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-07","0.05","0.0","0.0","74","82","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-08","1.10","0.0","0.0","73","81","65"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-09","0.41","0.0","0.0","77","89","72"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-10","1.20","0.0","0.0","77","90","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-11","0.00","0.0","0.0","72","80","63"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-12","0.00","0.0","0.0","70","81","59"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-13","0.00","0.0","0.0","75","86","65"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-14","0.00","0.0","0.0","80","90","72"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-15","0.00","0.0","0.0","83","92","75"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-16","0.00","0.0","0.0","83","94","73"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-17","0.00","0.0","0.0","85","94","75"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-18","0.00","0.0","0.0","85","93","76"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-19","0.00","0.0","0.0","83","91","75"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-20","0.44","0.0","0.0","77","79","70"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-21","0.00","0.0","0.0","76","85","70"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-22","2.31","0.0","0.0","74","77","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-23","0.01","0.0","0.0","76","88","69"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-24","0.00","0.0","0.0","73","76","61"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-25","0.00","0.0","0.0","67","79","56"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-26","0.00","0.0","0.0","70","81","57"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-27","0.28","0.0","0.0","70","75","64"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-28","0.00","0.0","0.0","66","73","56"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-29","0.00","0.0","0.0","67","76","57"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-30","0.00","0.0","0.0","69","79","58"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-07-31","0.33","0.0","0.0","71","75","67"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-08-01","0.03","0.0","0.0","73","81","66"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","2013-08-02","0.00","0.0","0.0","71","80","60"
